,title,link,link_alternative,link_icon,summary,datatakesensingstart,beginposition,endposition,ingestiondate,orbitnumber,relativeorbitnumber,cloudcoverpercentage,sensoroperationalmode,gmlfootprint,footprint,tileid,hv_order_tileid,format,processingbaseline,platformname,filename,instrumentname,instrumentshortname,size,s2datatakeid,producttype,platformidentifier,orbitdirection,platformserialidentifier,processinglevel,identifier,level1cpdiidentifier,uuid
88eb67bd-1e49-462d-b369-4e040371b593,S2A_MSIL1C_20190116T160511_N0207_R054_T16PHR_20190116T192615,https://scihub.copernicus.eu/apihub/odata/v1/Products('88eb67bd-1e49-462d-b369-4e040371b593')/$value,https://scihub.copernicus.eu/apihub/odata/v1/Products('88eb67bd-1e49-462d-b369-4e040371b593')/,https://scihub.copernicus.eu/apihub/odata/v1/Products('88eb67bd-1e49-462d-b369-4e040371b593')/Products('Quicklook')/$value,"Date: 2019-01-16T16:05:11.024Z, Instrument: MSI, Mode: , Satellite: Sentinel-2, Size: 754.50 MB",2019-01-16 16:05:11.024,2019-01-16 16:05:11.024,2019-01-16 16:05:11.024,2019-01-16 21:34:35.409,18641,54,7.2837,INS-NOBS,"<gml:Polygon srsName=""http://www.opengis.net/gml/srs/epsg.xml#4326"" xmlns:gml=""http://www.opengis.net/gml"">
   <gml:outerBoundaryIs>
      <gml:LinearRing>
         <gml:coordinates>9.94022055062098,-84.26431 9.930548905426843,-83.26428 8.939539665988862,-83.27493 8.948230037923478,-84.272156 9.94022055062098,-84.26431</gml:coordinates>
      </gml:LinearRing>
   </gml:outerBoundaryIs>
</gml:Polygon>","MULTIPOLYGON (((-84.26431 9.94022055062098, -84.272156 8.948230037923478, -83.27493 8.939539665988862, -83.26428 9.930548905426843, -84.26431 9.94022055062098)))",16PHR,PR16H,SAFE,02.07,Sentinel-2,S2A_MSIL1C_20190116T160511_N0207_R054_T16PHR_20190116T192615.SAFE,Multi-Spectral Instrument,MSI,754.50 MB,GS2A_20190116T160511_018641_N02.07,S2MSI1C,2015-028A,DESCENDING,Sentinel-2A,Level-1C,S2A_MSIL1C_20190116T160511_N0207_R054_T16PHR_20190116T192615,,88eb67bd-1e49-462d-b369-4e040371b593
8a48a44d-61fe-402d-a96d-5599c41b9d14,S2B_MSIL1C_20190521T160519_N0207_R054_T16PHR_20190521T192400,https://scihub.copernicus.eu/apihub/odata/v1/Products('8a48a44d-61fe-402d-a96d-5599c41b9d14')/$value,https://scihub.copernicus.eu/apihub/odata/v1/Products('8a48a44d-61fe-402d-a96d-5599c41b9d14')/,https://scihub.copernicus.eu/apihub/odata/v1/Products('8a48a44d-61fe-402d-a96d-5599c41b9d14')/Products('Quicklook')/$value,"Date: 2019-05-21T16:05:19.024Z, Instrument: MSI, Mode: , Satellite: Sentinel-2, Size: 705.31 MB",2019-05-21 16:05:19.024,2019-05-21 16:05:19.024,2019-05-21 16:05:19.024,2019-05-21 21:05:50.641,11520,54,47.6153,INS-NOBS,"<gml:Polygon srsName=""http://www.opengis.net/gml/srs/epsg.xml#4326"" xmlns:gml=""http://www.opengis.net/gml"">
   <gml:outerBoundaryIs>
      <gml:LinearRing>
         <gml:coordinates>9.94022055062098,-84.26431 9.930548905426843,-83.26428 8.939539665988862,-83.27493 8.948230037923478,-84.272156 9.94022055062098,-84.26431</gml:coordinates>
      </gml:LinearRing>
   </gml:outerBoundaryIs>
</gml:Polygon>","MULTIPOLYGON (((-83.27493 8.939539665988862, -83.26428 9.930548905426843, -84.26431 9.94022055062098, -84.272156 8.948230037923478, -83.27493 8.939539665988862)))",16PHR,PR16H,SAFE,02.07,Sentinel-2,S2B_MSIL1C_20190521T160519_N0207_R054_T16PHR_20190521T192400.SAFE,Multi-Spectral Instrument,MSI,705.31 MB,GS2B_20190521T160519_011520_N02.07,S2MSI1C,2017-013A,DESCENDING,Sentinel-2B,Level-1C,S2B_MSIL1C_20190521T160519_N0207_R054_T16PHR_20190521T192400,S2B_OPER_MSI_L1C_TL_SGS__20190521T192400_A011520_T16PHR_N02.07,8a48a44d-61fe-402d-a96d-5599c41b9d14
8a903d73-370b-4fbf-bb24-67229769d213,S2B_MSIL1C_20190610T160519_N0207_R054_T17PKM_20190610T192318,https://scihub.copernicus.eu/apihub/odata/v1/Products('8a903d73-370b-4fbf-bb24-67229769d213')/$value,https://scihub.copernicus.eu/apihub/odata/v1/Products('8a903d73-370b-4fbf-bb24-67229769d213')/,https://scihub.copernicus.eu/apihub/odata/v1/Products('8a903d73-370b-4fbf-bb24-67229769d213')/Products('Quicklook')/$value,"Date: 2019-06-10T16:05:19.024Z, Instrument: MSI, Mode: , Satellite: Sentinel-2, Size: 674.79 MB",2019-06-10 16:05:19.024,2019-06-10 16:05:19.024,2019-06-10 16:05:19.024,2019-06-10 20:35:56.357,11806,54,83.244,INS-NOBS,"<gml:Polygon srsName=""http://www.opengis.net/gml/srs/epsg.xml#4326"" xmlns:gml=""http://www.opengis.net/gml"">
   <gml:outerBoundaryIs>
      <gml:LinearRing>
         <gml:coordinates>10.843251373051269,-83.7439 10.85056220923831,-82.74011 9.857949008864644,-82.73465 9.851320475915399,-83.73529 10.843251373051269,-83.7439</gml:coordinates>
      </gml:LinearRing>
   </gml:outerBoundaryIs>
</gml:Polygon>","MULTIPOLYGON (((-83.73529 9.851320475915399, -82.73465 9.857949008864644, -82.74011 10.85056220923831, -83.7439 10.843251373051269, -83.73529 9.851320475915399)))",17PKM,PM17K,SAFE,02.07,Sentinel-2,S2B_MSIL1C_20190610T160519_N0207_R054_T17PKM_20190610T192318.SAFE,Multi-Spectral Instrument,MSI,674.79 MB,GS2B_20190610T160519_011806_N02.07,S2MSI1C,2017-013A,DESCENDING,Sentinel-2B,Level-1C,S2B_MSIL1C_20190610T160519_N0207_R054_T17PKM_20190610T192318,S2B_OPER_MSI_L1C_TL_SGS__20190610T192318_A011806_T17PKM_N02.07,8a903d73-370b-4fbf-bb24-67229769d213
8f3c8837-72bb-425e-b913-b016f3dcc7b5,S2B_MSIL1C_20190302T160509_N0207_R054_T16PHR_20190302T210239,https://scihub.copernicus.eu/apihub/odata/v1/Products('8f3c8837-72bb-425e-b913-b016f3dcc7b5')/$value,https://scihub.copernicus.eu/apihub/odata/v1/Products('8f3c8837-72bb-425e-b913-b016f3dcc7b5')/,https://scihub.copernicus.eu/apihub/odata/v1/Products('8f3c8837-72bb-425e-b913-b016f3dcc7b5')/Products('Quicklook')/$value,"Date: 2019-03-02T16:05:09.024Z, Instrument: MSI, Mode: , Satellite: Sentinel-2, Size: 759.73 MB",2019-03-02 16:05:09.024,2019-03-02 16:05:09.024,2019-03-02 16:05:09.024,2019-03-10 20:47:36.270,10376,54,5.4761,INS-NOBS,"<gml:Polygon srsName=""http://www.opengis.net/gml/srs/epsg.xml#4326"" xmlns:gml=""http://www.opengis.net/gml"">
   <gml:outerBoundaryIs>
      <gml:LinearRing>
         <gml:coordinates>9.94022055062098,-84.26431 9.930548905426843,-83.26428 8.939539665988862,-83.27493 8.948230037923478,-84.272156 9.94022055062098,-84.26431</gml:coordinates>
      </gml:LinearRing>
   </gml:outerBoundaryIs>
</gml:Polygon>","MULTIPOLYGON (((-83.27493 8.939539665988862, -83.26428 9.930548905426843, -84.26431 9.94022055062098, -84.272156 8.948230037923478, -83.27493 8.939539665988862)))",16PHR,PR16H,SAFE,02.07,Sentinel-2,S2B_MSIL1C_20190302T160509_N0207_R054_T16PHR_20190302T210239.SAFE,Multi-Spectral Instrument,MSI,759.73 MB,GS2B_20190302T160509_010376_N02.07,S2MSI1C,2017-013A,DESCENDING,Sentinel-2B,Level-1C,S2B_MSIL1C_20190302T160509_N0207_R054_T16PHR_20190302T210239,S2B_OPER_MSI_L1C_TL_EPAE_20190302T210239_A010376_T16PHR_N02.07,8f3c8837-72bb-425e-b913-b016f3dcc7b5
8f52056e-a9d7-4fc2-8874-b4f8c7d14369,S2B_MSIL1C_20190928T160509_N0208_R054_T17PKL_20190928T192647,https://scihub.copernicus.eu/apihub/odata/v1/Products('8f52056e-a9d7-4fc2-8874-b4f8c7d14369')/$value,https://scihub.copernicus.eu/apihub/odata/v1/Products('8f52056e-a9d7-4fc2-8874-b4f8c7d14369')/,https://scihub.copernicus.eu/apihub/odata/v1/Products('8f52056e-a9d7-4fc2-8874-b4f8c7d14369')/Products('Quicklook')/$value,"Date: 2019-09-28T16:05:09.024Z, Instrument: MSI, Mode: , Satellite: Sentinel-2, Size: 699.50 MB",2019-09-28 16:05:09.024,2019-09-28 16:05:09.024,2019-09-28 16:05:09.024,2019-09-29 03:10:35.334,13379,54,75.4053,INS-NOBS,"<gml:Polygon srsName=""http://www.opengis.net/gml/srs/epsg.xml#4326"" xmlns:gml=""http://www.opengis.net/gml"">
   <gml:outerBoundaryIs>
      <gml:LinearRing>
         <gml:coordinates>9.940217569697982,-83.73602 9.946907083661275,-82.73514 8.954238135659569,-82.73016 8.948227359448609,-83.72821 9.940217569697982,-83.73602</gml:coordinates>
      </gml:LinearRing>
   </gml:outerBoundaryIs>
</gml:Polygon>","MULTIPOLYGON (((-83.72821 8.948227359448609, -82.73016 8.954238135659569, -82.73514 9.946907083661275, -83.73602 9.940217569697982, -83.72821 8.948227359448609)))",17PKL,PL17K,SAFE,02.08,Sentinel-2,S2B_MSIL1C_20190928T160509_N0208_R054_T17PKL_20190928T192647.SAFE,Multi-Spectral Instrument,MSI,699.50 MB,GS2B_20190928T160509_013379_N02.08,S2MSI1C,2017-013A,DESCENDING,Sentinel-2B,Level-1C,S2B_MSIL1C_20190928T160509_N0208_R054_T17PKL_20190928T192647,S2B_OPER_MSI_L1C_TL_SGS__20190928T192647_A013379_T17PKL_N02.08,8f52056e-a9d7-4fc2-8874-b4f8c7d14369
8f64915a-7ece-45e0-ad78-e819b5854c00,S2B_MSIL1C_20190630T160519_N0207_R054_T17PKL_20190630T192416,https://scihub.copernicus.eu/apihub/odata/v1/Products('8f64915a-7ece-45e0-ad78-e819b5854c00')/$value,https://scihub.copernicus.eu/apihub/odata/v1/Products('8f64915a-7ece-45e0-ad78-e819b5854c00')/,https://scihub.copernicus.eu/apihub/odata/v1/Products('8f64915a-7ece-45e0-ad78-e819b5854c00')/Products('Quicklook')/$value,"Date: 2019-06-30T16:05:19.024Z, Instrument: MSI, Mode: , Satellite: Sentinel-2, Size: 756.41 MB",2019-06-30 16:05:19.024,2019-06-30 16:05:19.024,2019-06-30 16:05:19.024,2019-07-01 02:37:34.653,12092,54,61.4072,INS-NOBS,"<gml:Polygon srsName=""http://www.opengis.net/gml/srs/epsg.xml#4326"" xmlns:gml=""http://www.opengis.net/gml"">
   <gml:outerBoundaryIs>
      <gml:LinearRing>
         <gml:coordinates>9.940217569697982,-83.73602 9.946907083661275,-82.73514 8.954238135659569,-82.73016 8.948227359448609,-83.72821 9.940217569697982,-83.73602</gml:coordinates>
      </gml:LinearRing>
   </gml:outerBoundaryIs>
</gml:Polygon>","MULTIPOLYGON (((-83.72821 8.948227359448609, -82.73016 8.954238135659569, -82.73514 9.946907083661275, -83.73602 9.940217569697982, -83.72821 8.948227359448609)))",17PKL,PL17K,SAFE,02.07,Sentinel-2,S2B_MSIL1C_20190630T160519_N0207_R054_T17PKL_20190630T192416.SAFE,Multi-Spectral Instrument,MSI,756.41 MB,GS2B_20190630T160519_012092_N02.07,S2MSI1C,2017-013A,DESCENDING,Sentinel-2B,Level-1C,S2B_MSIL1C_20190630T160519_N0207_R054_T17PKL_20190630T192416,S2B_OPER_MSI_L1C_TL_SGS__20190630T192416_A012092_T17PKL_N02.07,8f64915a-7ece-45e0-ad78-e819b5854c00
8fcc0c1a-d5e9-4dbb-81a6-557be84ce7a2,S2B_MSIL1C_20190531T160519_N0207_R054_T16PHR_20190531T192547,https://scihub.copernicus.eu/apihub/odata/v1/Products('8fcc0c1a-d5e9-4dbb-81a6-557be84ce7a2')/$value,https://scihub.copernicus.eu/apihub/odata/v1/Products('8fcc0c1a-d5e9-4dbb-81a6-557be84ce7a2')/,https://scihub.copernicus.eu/apihub/odata/v1/Products('8fcc0c1a-d5e9-4dbb-81a6-557be84ce7a2')/Products('Quicklook')/$value,"Date: 2019-05-31T16:05:19.024Z, Instrument: MSI, Mode: , Satellite: Sentinel-2, Size: 632.64 MB",2019-05-31 16:05:19.024,2019-05-31 16:05:19.024,2019-05-31 16:05:19.024,2019-05-31 21:28:14.293,11663,54,95.9923,INS-NOBS,"<gml:Polygon srsName=""http://www.opengis.net/gml/srs/epsg.xml#4326"" xmlns:gml=""http://www.opengis.net/gml"">
   <gml:outerBoundaryIs>
      <gml:LinearRing>
         <gml:coordinates>9.94022055062098,-84.26431 9.930548905426843,-83.26428 8.939539665988862,-83.27493 8.948230037923478,-84.272156 9.94022055062098,-84.26431</gml:coordinates>
      </gml:LinearRing>
   </gml:outerBoundaryIs>
</gml:Polygon>","MULTIPOLYGON (((-83.27493 8.939539665988862, -83.26428 9.930548905426843, -84.26431 9.94022055062098, -84.272156 8.948230037923478, -83.27493 8.939539665988862)))",16PHR,PR16H,SAFE,02.07,Sentinel-2,S2B_MSIL1C_20190531T160519_N0207_R054_T16PHR_20190531T192547.SAFE,Multi-Spectral Instrument,MSI,632.64 MB,GS2B_20190531T160519_011663_N02.07,S2MSI1C,2017-013A,DESCENDING,Sentinel-2B,Level-1C,S2B_MSIL1C_20190531T160519_N0207_R054_T16PHR_20190531T192547,S2B_OPER_MSI_L1C_TL_SGS__20190531T192547_A011663_T16PHR_N02.07,8fcc0c1a-d5e9-4dbb-81a6-557be84ce7a2
90d65473-34ba-4652-b99b-2c1f5291cde8,S2A_MSIL1C_20190913T160511_N0208_R054_T16PHS_20190913T205335,https://scihub.copernicus.eu/apihub/odata/v1/Products('90d65473-34ba-4652-b99b-2c1f5291cde8')/$value,https://scihub.copernicus.eu/apihub/odata/v1/Products('90d65473-34ba-4652-b99b-2c1f5291cde8')/,https://scihub.copernicus.eu/apihub/odata/v1/Products('90d65473-34ba-4652-b99b-2c1f5291cde8')/Products('Quicklook')/$value,"Date: 2019-09-13T16:05:11.024Z, Instrument: MSI, Mode: , Satellite: Sentinel-2, Size: 618.23 MB",2019-09-13 16:05:11.024,2019-09-13 16:05:11.024,2019-09-13 16:05:11.024,2019-09-13 22:27:34.181,22073,54,99.4625,INS-NOBS,"<gml:Polygon srsName=""http://www.opengis.net/gml/srs/epsg.xml#4326"" xmlns:gml=""http://www.opengis.net/gml"">
   <gml:outerBoundaryIs>
      <gml:LinearRing>
         <gml:coordinates>10.84325463083623,-84.25645399262521 10.832684732479947,-83.25354050942018 9.84173994614037,-83.26528172051377 9.851323429665095,-84.26506345323668 10.84325463083623,-84.25645399262521</gml:coordinates>
      </gml:LinearRing>
   </gml:outerBoundaryIs>
</gml:Polygon>","MULTIPOLYGON (((-83.26528172051377 9.84173994614037, -83.25354050942018 10.832684732479947, -84.25645399262521 10.84325463083623, -84.26506345323668 9.851323429665095, -83.26528172051377 9.84173994614037)))",16PHS,PS16H,SAFE,02.08,Sentinel-2,S2A_MSIL1C_20190913T160511_N0208_R054_T16PHS_20190913T205335.SAFE,Multi-Spectral Instrument,MSI,618.23 MB,GS2A_20190913T160511_022073_N02.08,S2MSI1C,2015-028A,DESCENDING,Sentinel-2A,Level-1C,S2A_MSIL1C_20190913T160511_N0208_R054_T16PHS_20190913T205335,S2A_OPER_MSI_L1C_TL_MTI__20190913T205335_A022073_T16PHS_N02.08,90d65473-34ba-4652-b99b-2c1f5291cde8
9105ca1c-c664-488a-88f6-1ebca032e24e,S2B_MSIL1C_20190720T160519_N0208_R054_T17PKM_20190720T205618,https://scihub.copernicus.eu/apihub/odata/v1/Products('9105ca1c-c664-488a-88f6-1ebca032e24e')/$value,https://scihub.copernicus.eu/apihub/odata/v1/Products('9105ca1c-c664-488a-88f6-1ebca032e24e')/,https://scihub.copernicus.eu/apihub/odata/v1/Products('9105ca1c-c664-488a-88f6-1ebca032e24e')/Products('Quicklook')/$value,"Date: 2019-07-20T16:05:19.024Z, Instrument: MSI, Mode: , Satellite: Sentinel-2, Size: 796.62 MB",2019-07-20 16:05:19.024,2019-07-20 16:05:19.024,2019-07-20 16:05:19.024,2019-07-20 22:35:17.731,12378,54,34.8955,INS-NOBS,"<gml:Polygon srsName=""http://www.opengis.net/gml/srs/epsg.xml#4326"" xmlns:gml=""http://www.opengis.net/gml"">
   <gml:outerBoundaryIs>
      <gml:LinearRing>
         <gml:coordinates>10.843251373051269,-83.7439 10.85056220923831,-82.74011 9.857949008864644,-82.73465 9.851320475915399,-83.73529 10.843251373051269,-83.7439</gml:coordinates>
      </gml:LinearRing>
   </gml:outerBoundaryIs>
</gml:Polygon>","MULTIPOLYGON (((-83.73529 9.851320475915399, -82.73465 9.857949008864644, -82.74011 10.85056220923831, -83.7439 10.843251373051269, -83.73529 9.851320475915399)))",17PKM,PM17K,SAFE,02.08,Sentinel-2,S2B_MSIL1C_20190720T160519_N0208_R054_T17PKM_20190720T205618.SAFE,Multi-Spectral Instrument,MSI,796.62 MB,GS2B_20190720T160519_012378_N02.08,S2MSI1C,2017-013A,DESCENDING,Sentinel-2B,Level-1C,S2B_MSIL1C_20190720T160519_N0208_R054_T17PKM_20190720T205618,S2B_OPER_MSI_L1C_TL_EPAE_20190720T205618_A012378_T17PKM_N02.08,9105ca1c-c664-488a-88f6-1ebca032e24e
91c25136-e1ad-4724-9057-b93c32178e21,S2B_MSIL1C_20181212T160509_N0207_R054_T16PHS_20181212T192724,https://scihub.copernicus.eu/apihub/odata/v1/Products('91c25136-e1ad-4724-9057-b93c32178e21')/$value,https://scihub.copernicus.eu/apihub/odata/v1/Products('91c25136-e1ad-4724-9057-b93c32178e21')/,https://scihub.copernicus.eu/apihub/odata/v1/Products('91c25136-e1ad-4724-9057-b93c32178e21')/Products('Quicklook')/$value,"Date: 2018-12-12T16:05:09.024Z, Instrument: MSI, Mode: , Satellite: Sentinel-2, Size: 787.14 MB",2018-12-12 16:05:09.024,2018-12-12 16:05:09.024,2018-12-12 16:05:09.024,2018-12-12 21:33:56.273,9232,54,18.2396,INS-NOBS,"<gml:Polygon srsName=""http://www.opengis.net/gml/srs/epsg.xml#4326"" xmlns:gml=""http://www.opengis.net/gml"">
   <gml:outerBoundaryIs>
      <gml:LinearRing>
         <gml:coordinates>10.84325463083623,-84.25644 10.832684732479947,-83.25354 9.84173994614037,-83.26529 9.851323429665095,-84.265076 10.84325463083623,-84.25644</gml:coordinates>
      </gml:LinearRing>
   </gml:outerBoundaryIs>
</gml:Polygon>","MULTIPOLYGON (((-84.25644 10.84325463083623, -84.265076 9.851323429665095, -83.26529 9.84173994614037, -83.25354 10.832684732479947, -84.25644 10.84325463083623)))",16PHS,PS16H,SAFE,02.07,Sentinel-2,S2B_MSIL1C_20181212T160509_N0207_R054_T16PHS_20181212T192724.SAFE,Multi-Spectral Instrument,MSI,787.14 MB,GS2B_20181212T160509_009232_N02.07,S2MSI1C,2017-013A,DESCENDING,Sentinel-2B,Level-1C,S2B_MSIL1C_20181212T160509_N0207_R054_T16PHS_20181212T192724,,91c25136-e1ad-4724-9057-b93c32178e21
93892a9e-4587-4dea-9c65-b85f9a191df5,S2A_MSIL1C_20190725T160521_N0208_R054_T17PKM_20190725T205859,https://scihub.copernicus.eu/apihub/odata/v1/Products('93892a9e-4587-4dea-9c65-b85f9a191df5')/$value,https://scihub.copernicus.eu/apihub/odata/v1/Products('93892a9e-4587-4dea-9c65-b85f9a191df5')/,https://scihub.copernicus.eu/apihub/odata/v1/Products('93892a9e-4587-4dea-9c65-b85f9a191df5')/Products('Quicklook')/$value,"Date: 2019-07-25T16:05:21.024Z, Instrument: MSI, Mode: , Satellite: Sentinel-2, Size: 552.75 MB",2019-07-25 16:05:21.024,2019-07-25 16:05:21.024,2019-07-25 16:05:21.024,2019-07-26 01:21:53.120,21358,54,99.9993,INS-NOBS,"<gml:Polygon srsName=""http://www.opengis.net/gml/srs/epsg.xml#4326"" xmlns:gml=""http://www.opengis.net/gml"">
   <gml:outerBoundaryIs>
      <gml:LinearRing>
         <gml:coordinates>10.843251373051269,-83.7439 10.85056220923831,-82.74011 9.857949008864644,-82.73465 9.851320475915399,-83.73529 10.843251373051269,-83.7439</gml:coordinates>
      </gml:LinearRing>
   </gml:outerBoundaryIs>
</gml:Polygon>","MULTIPOLYGON (((-83.73529 9.851320475915399, -82.73465 9.857949008864644, -82.74011 10.85056220923831, -83.7439 10.843251373051269, -83.73529 9.851320475915399)))",17PKM,PM17K,SAFE,02.08,Sentinel-2,S2A_MSIL1C_20190725T160521_N0208_R054_T17PKM_20190725T205859.SAFE,Multi-Spectral Instrument,MSI,552.75 MB,GS2A_20190725T160521_021358_N02.08,S2MSI1C,2015-028A,DESCENDING,Sentinel-2A,Level-1C,S2A_MSIL1C_20190725T160521_N0208_R054_T17PKM_20190725T205859,S2A_OPER_MSI_L1C_TL_MTI__20190725T205859_A021358_T17PKM_N02.08,93892a9e-4587-4dea-9c65-b85f9a191df5
94b48a86-79c7-4371-b649-c0544d89a4ba,S2A_MSIL1C_20190416T160511_N0207_R054_T17PKM_20190416T210152,https://scihub.copernicus.eu/apihub/odata/v1/Products('94b48a86-79c7-4371-b649-c0544d89a4ba')/$value,https://scihub.copernicus.eu/apihub/odata/v1/Products('94b48a86-79c7-4371-b649-c0544d89a4ba')/,https://scihub.copernicus.eu/apihub/odata/v1/Products('94b48a86-79c7-4371-b649-c0544d89a4ba')/Products('Quicklook')/$value,"Date: 2019-04-16T16:05:11.024Z, Instrument: MSI, Mode: , Satellite: Sentinel-2, Size: 783.44 MB",2019-04-16 16:05:11.024,2019-04-16 16:05:11.024,2019-04-16 16:05:11.024,2019-04-17 00:13:25.667,19928,54,43.3085,INS-NOBS,"<gml:Polygon srsName=""http://www.opengis.net/gml/srs/epsg.xml#4326"" xmlns:gml=""http://www.opengis.net/gml"">
   <gml:outerBoundaryIs>
      <gml:LinearRing>
         <gml:coordinates>10.843251373051269,-83.7439 10.85056220923831,-82.74011 9.857949008864644,-82.73465 9.851320475915399,-83.73529 10.843251373051269,-83.7439</gml:coordinates>
      </gml:LinearRing>
   </gml:outerBoundaryIs>
</gml:Polygon>","MULTIPOLYGON (((-83.73529 9.851320475915399, -82.73465 9.857949008864644, -82.74011 10.85056220923831, -83.7439 10.843251373051269, -83.73529 9.851320475915399)))",17PKM,PM17K,SAFE,02.07,Sentinel-2,S2A_MSIL1C_20190416T160511_N0207_R054_T17PKM_20190416T210152.SAFE,Multi-Spectral Instrument,MSI,783.44 MB,GS2A_20190416T160511_019928_N02.07,S2MSI1C,2015-028A,DESCENDING,Sentinel-2A,Level-1C,S2A_MSIL1C_20190416T160511_N0207_R054_T17PKM_20190416T210152,S2A_OPER_MSI_L1C_TL_MTI__20190416T210152_A019928_T17PKM_N02.07,94b48a86-79c7-4371-b649-c0544d89a4ba
94d892d0-064e-4461-9b6e-d839aea8213d,S2B_MSIL1C_20190501T160519_N0207_R054_T16PHS_20190501T192618,https://scihub.copernicus.eu/apihub/odata/v1/Products('94d892d0-064e-4461-9b6e-d839aea8213d')/$value,https://scihub.copernicus.eu/apihub/odata/v1/Products('94d892d0-064e-4461-9b6e-d839aea8213d')/,https://scihub.copernicus.eu/apihub/odata/v1/Products('94d892d0-064e-4461-9b6e-d839aea8213d')/Products('Quicklook')/$value,"Date: 2019-05-01T16:05:19.024Z, Instrument: MSI, Mode: , Satellite: Sentinel-2, Size: 699.36 MB",2019-05-01 16:05:19.024,2019-05-01 16:05:19.024,2019-05-01 16:05:19.024,2019-05-02 02:26:02.050,11234,54,80.9789,INS-NOBS,"<gml:Polygon srsName=""http://www.opengis.net/gml/srs/epsg.xml#4326"" xmlns:gml=""http://www.opengis.net/gml"">
   <gml:outerBoundaryIs>
      <gml:LinearRing>
         <gml:coordinates>10.84325463083623,-84.25644 10.832684732479947,-83.25354 9.84173994614037,-83.26529 9.851323429665095,-84.265076 10.84325463083623,-84.25644</gml:coordinates>
      </gml:LinearRing>
   </gml:outerBoundaryIs>
</gml:Polygon>","MULTIPOLYGON (((-83.26529 9.84173994614037, -83.25354 10.832684732479947, -84.25644 10.84325463083623, -84.265076 9.851323429665095, -83.26529 9.84173994614037)))",16PHS,PS16H,SAFE,02.07,Sentinel-2,S2B_MSIL1C_20190501T160519_N0207_R054_T16PHS_20190501T192618.SAFE,Multi-Spectral Instrument,MSI,699.36 MB,GS2B_20190501T160519_011234_N02.07,S2MSI1C,2017-013A,DESCENDING,Sentinel-2B,Level-1C,S2B_MSIL1C_20190501T160519_N0207_R054_T16PHS_20190501T192618,S2B_OPER_MSI_L1C_TL_SGS__20190501T192618_A011234_T16PHS_N02.07,94d892d0-064e-4461-9b6e-d839aea8213d
960bf32d-06e2-4e70-8b5e-812cf57146d4,S2B_MSIL1C_20190121T160509_N0207_R054_T17PKM_20190121T190642,https://scihub.copernicus.eu/apihub/odata/v1/Products('960bf32d-06e2-4e70-8b5e-812cf57146d4')/$value,https://scihub.copernicus.eu/apihub/odata/v1/Products('960bf32d-06e2-4e70-8b5e-812cf57146d4')/,https://scihub.copernicus.eu/apihub/odata/v1/Products('960bf32d-06e2-4e70-8b5e-812cf57146d4')/Products('Quicklook')/$value,"Date: 2019-01-21T16:05:09.024Z, Instrument: MSI, Mode: , Satellite: Sentinel-2, Size: 760.75 MB",2019-01-21 16:05:09.024,2019-01-21 16:05:09.024,2019-01-21 16:05:09.024,2019-01-21 20:43:14.795,9804,54,45.908,INS-NOBS,"<gml:Polygon srsName=""http://www.opengis.net/gml/srs/epsg.xml#4326"" xmlns:gml=""http://www.opengis.net/gml"">
   <gml:outerBoundaryIs>
      <gml:LinearRing>
         <gml:coordinates>10.843251373051269,-83.7439 10.85056220923831,-82.74011 9.857949008864644,-82.73465 9.851320475915399,-83.73529 10.843251373051269,-83.7439</gml:coordinates>
      </gml:LinearRing>
   </gml:outerBoundaryIs>
</gml:Polygon>","MULTIPOLYGON (((-83.7439 10.843251373051269, -83.73529 9.851320475915399, -82.73465 9.857949008864644, -82.74011 10.85056220923831, -83.7439 10.843251373051269)))",17PKM,PM17K,SAFE,02.07,Sentinel-2,S2B_MSIL1C_20190121T160509_N0207_R054_T17PKM_20190121T190642.SAFE,Multi-Spectral Instrument,MSI,760.75 MB,GS2B_20190121T160509_009804_N02.07,S2MSI1C,2017-013A,DESCENDING,Sentinel-2B,Level-1C,S2B_MSIL1C_20190121T160509_N0207_R054_T17PKM_20190121T190642,,960bf32d-06e2-4e70-8b5e-812cf57146d4
